"","sample","winhetbin_center","winhet_min","winhetbin_max","count"
"584","ENPAK29",4.95,4.875,5.025,0
"585","ENPAK29",5.1,5.025,5.175,0
"586","ENPAK29",5.25,5.175,5.325,0
"587","ENPAK29",5.4,5.325,5.475,0
"588","ENPAK29",5.55,5.475,5.625,0
"589","ENPAK29",5.7,5.625,5.775,0
"590","ENPAK29",5.85,5.775,5.925,0
"591","ENPAK29",6,5.925,6.075,0
"592","ENPAK29",6.15,6.075,6.225,0
"593","ENPAK29",6.3,6.225,6.375,0
"594","ENPAK29",6.45,6.375,6.525,0
"595","ENPAK29",6.6,6.525,6.675,0
"596","ENPAK29",6.75,6.675,6.825,0
"597","ENPAK29",6.9,6.825,6.975,0
"598","ENPAK29",7.05,6.975,7.125,0
"599","ENPAK29",7.2,7.125,7.275,0
"600","ENPAK29",7.35,7.275,7.425,0
"601","ENPAK29",7.5,7.425,7.575,0
"602","ENPAK29",7.65,7.575,7.725,0
"603","ENPAK29",7.8,7.725,7.875,0
"604","ENPAK29",7.95,7.875,8.025,0
"605","ENPAK29",8.1,8.025,8.175,0
"606","ENPAK30",0,-0.075,0.075,5
"607","ENPAK30",0.15,0.075,0.225,6
"608","ENPAK30",0.3,0.225,0.375,9
"609","ENPAK30",0.45,0.375,0.525,17
"610","ENPAK30",0.6,0.525,0.675,39
"611","ENPAK30",0.75,0.675,0.825,66
"612","ENPAK30",0.9,0.825,0.975,93
"613","ENPAK30",1.05,0.975,1.125,160
"614","ENPAK30",1.2,1.125,1.275,189
"615","ENPAK30",1.35,1.275,1.425,209
"616","ENPAK30",1.5,1.425,1.575,225
"617","ENPAK30",1.65,1.575,1.725,189
"618","ENPAK30",1.8,1.725,1.875,216
"619","ENPAK30",1.95,1.875,2.025,200
"620","ENPAK30",2.1,2.025,2.175,147
"621","ENPAK30",2.25,2.175,2.325,100
"622","ENPAK30",2.4,2.325,2.475,95
"623","ENPAK30",2.55,2.475,2.625,77
"624","ENPAK30",2.7,2.625,2.775,55
"625","ENPAK30",2.85,2.775,2.925,60
"626","ENPAK30",3,2.925,3.075,33
"627","ENPAK30",3.15,3.075,3.225,28
"628","ENPAK30",3.3,3.225,3.375,20
"629","ENPAK30",3.45,3.375,3.525,14
"630","ENPAK30",3.6,3.525,3.675,7
"631","ENPAK30",3.75,3.675,3.825,6
"632","ENPAK30",3.9,3.825,3.975,7
"633","ENPAK30",4.05,3.975,4.125,5
"634","ENPAK30",4.2,4.125,4.275,2
"635","ENPAK30",4.35,4.275,4.425,2
"636","ENPAK30",4.5,4.425,4.575,2
"637","ENPAK30",4.65,4.575,4.725,0
"638","ENPAK30",4.8,4.725,4.875,0
"639","ENPAK30",4.95,4.875,5.025,0
"640","ENPAK30",5.1,5.025,5.175,0
"641","ENPAK30",5.25,5.175,5.325,1
"642","ENPAK30",5.4,5.325,5.475,0
"643","ENPAK30",5.55,5.475,5.625,0
"644","ENPAK30",5.7,5.625,5.775,0
"645","ENPAK30",5.85,5.775,5.925,0
"646","ENPAK30",6,5.925,6.075,0
"647","ENPAK30",6.15,6.075,6.225,0
"648","ENPAK30",6.3,6.225,6.375,0
"649","ENPAK30",6.45,6.375,6.525,0
"650","ENPAK30",6.6,6.525,6.675,0
"651","ENPAK30",6.75,6.675,6.825,0
"652","ENPAK30",6.9,6.825,6.975,0
"653","ENPAK30",7.05,6.975,7.125,0
"654","ENPAK30",7.2,7.125,7.275,0
"655","ENPAK30",7.35,7.275,7.425,0
"656","ENPAK30",7.5,7.425,7.575,0
"657","ENPAK30",7.65,7.575,7.725,0
"658","ENPAK30",7.8,7.725,7.875,0
"659","ENPAK30",7.95,7.875,8.025,0
"660","ENPAK30",8.1,8.025,8.175,0
"661","ENPBC16",0,-0.075,0.075,6
"662","ENPBC16",0.15,0.075,0.225,4
"663","ENPBC16",0.3,0.225,0.375,10
"664","ENPBC16",0.45,0.375,0.525,18
"665","ENPBC16",0.6,0.525,0.675,41
"666","ENPBC16",0.75,0.675,0.825,55
"667","ENPBC16",0.9,0.825,0.975,100
"668","ENPBC16",1.05,0.975,1.125,155
"669","ENPBC16",1.2,1.125,1.275,156
"670","ENPBC16",1.35,1.275,1.425,207
"671","ENPBC16",1.5,1.425,1.575,217
"672","ENPBC16",1.65,1.575,1.725,219
"673","ENPBC16",1.8,1.725,1.875,212
"674","ENPBC16",1.95,1.875,2.025,137
"675","ENPBC16",2.1,2.025,2.175,174
"676","ENPBC16",2.25,2.175,2.325,122
"677","ENPBC16",2.4,2.325,2.475,91
"678","ENPBC16",2.55,2.475,2.625,99
"679","ENPBC16",2.7,2.625,2.775,72
"680","ENPBC16",2.85,2.775,2.925,57
"681","ENPBC16",3,2.925,3.075,30
"682","ENPBC16",3.15,3.075,3.225,22
"683","ENPBC16",3.3,3.225,3.375,28
"684","ENPBC16",3.45,3.375,3.525,15
"685","ENPBC16",3.6,3.525,3.675,10
"686","ENPBC16",3.75,3.675,3.825,7
"687","ENPBC16",3.9,3.825,3.975,5
"688","ENPBC16",4.05,3.975,4.125,5
"689","ENPBC16",4.2,4.125,4.275,3
"690","ENPBC16",4.35,4.275,4.425,1
"691","ENPBC16",4.5,4.425,4.575,5
"692","ENPBC16",4.65,4.575,4.725,0
"693","ENPBC16",4.8,4.725,4.875,0
"694","ENPBC16",4.95,4.875,5.025,1
"695","ENPBC16",5.1,5.025,5.175,0
"696","ENPBC16",5.25,5.175,5.325,0
"697","ENPBC16",5.4,5.325,5.475,0
"698","ENPBC16",5.55,5.475,5.625,0
"699","ENPBC16",5.7,5.625,5.775,0
"700","ENPBC16",5.85,5.775,5.925,0
"701","ENPBC16",6,5.925,6.075,0
"702","ENPBC16",6.15,6.075,6.225,0
"703","ENPBC16",6.3,6.225,6.375,0
"704","ENPBC16",6.45,6.375,6.525,0
"705","ENPBC16",6.6,6.525,6.675,0
"706","ENPBC16",6.75,6.675,6.825,0
"707","ENPBC16",6.9,6.825,6.975,0
"708","ENPBC16",7.05,6.975,7.125,0
"709","ENPBC16",7.2,7.125,7.275,0
"710","ENPBC16",7.35,7.275,7.425,0
"711","ENPBC16",7.5,7.425,7.575,0
"712","ENPBC16",7.65,7.575,7.725,0
"713","ENPBC16",7.8,7.725,7.875,0
"714","ENPBC16",7.95,7.875,8.025,0
"715","ENPBC16",8.1,8.025,8.175,0
"716","ENPBC17",0,-0.075,0.075,30
"717","ENPBC17",0.15,0.075,0.225,6
"718","ENPBC17",0.3,0.225,0.375,9
"719","ENPBC17",0.45,0.375,0.525,15
"720","ENPBC17",0.6,0.525,0.675,25
"721","ENPBC17",0.75,0.675,0.825,47
"722","ENPBC17",0.9,0.825,0.975,111
"723","ENPBC17",1.05,0.975,1.125,146
"724","ENPBC17",1.2,1.125,1.275,173
"725","ENPBC17",1.35,1.275,1.425,202
"726","ENPBC17",1.5,1.425,1.575,192
"727","ENPBC17",1.65,1.575,1.725,221
"728","ENPBC17",1.8,1.725,1.875,204
"729","ENPBC17",1.95,1.875,2.025,182
"730","ENPBC17",2.1,2.025,2.175,125
"731","ENPBC17",2.25,2.175,2.325,136
"732","ENPBC17",2.4,2.325,2.475,112
"733","ENPBC17",2.55,2.475,2.625,88
"734","ENPBC17",2.7,2.625,2.775,68
"735","ENPBC17",2.85,2.775,2.925,52
"736","ENPBC17",3,2.925,3.075,39
"737","ENPBC17",3.15,3.075,3.225,28
"738","ENPBC17",3.3,3.225,3.375,22
"739","ENPBC17",3.45,3.375,3.525,12
"740","ENPBC17",3.6,3.525,3.675,7
"741","ENPBC17",3.75,3.675,3.825,11
"742","ENPBC17",3.9,3.825,3.975,5
"743","ENPBC17",4.05,3.975,4.125,4
"744","ENPBC17",4.2,4.125,4.275,2
"745","ENPBC17",4.35,4.275,4.425,3
"746","ENPBC17",4.5,4.425,4.575,2
"747","ENPBC17",4.65,4.575,4.725,0
"748","ENPBC17",4.8,4.725,4.875,0
"749","ENPBC17",4.95,4.875,5.025,3
"750","ENPBC17",5.1,5.025,5.175,0
"751","ENPBC17",5.25,5.175,5.325,0
"752","ENPBC17",5.4,5.325,5.475,1
"753","ENPBC17",5.55,5.475,5.625,0
"754","ENPBC17",5.7,5.625,5.775,0
"755","ENPBC17",5.85,5.775,5.925,0
"756","ENPBC17",6,5.925,6.075,0
"757","ENPBC17",6.15,6.075,6.225,0
"758","ENPBC17",6.3,6.225,6.375,0
"759","ENPBC17",6.45,6.375,6.525,0
"760","ENPBC17",6.6,6.525,6.675,0
"761","ENPBC17",6.75,6.675,6.825,0
"762","ENPBC17",6.9,6.825,6.975,0
"763","ENPBC17",7.05,6.975,7.125,0
"764","ENPBC17",7.2,7.125,7.275,0
"765","ENPBC17",7.35,7.275,7.425,1
"766","ENPBC17",7.5,7.425,7.575,0
"767","ENPBC17",7.65,7.575,7.725,0
"768","ENPBC17",7.8,7.725,7.875,0
"769","ENPBC17",7.95,7.875,8.025,0
"770","ENPBC17",8.1,8.025,8.175,0
"771","ENPBC18",0,-0.075,0.075,32
"772","ENPBC18",0.15,0.075,0.225,5
"773","ENPBC18",0.3,0.225,0.375,6
"774","ENPBC18",0.45,0.375,0.525,12
"775","ENPBC18",0.6,0.525,0.675,31
"776","ENPBC18",0.75,0.675,0.825,61
"777","ENPBC18",0.9,0.825,0.975,99
"778","ENPBC18",1.05,0.975,1.125,148
"779","ENPBC18",1.2,1.125,1.275,183
"780","ENPBC18",1.35,1.275,1.425,210
"781","ENPBC18",1.5,1.425,1.575,200
"782","ENPBC18",1.65,1.575,1.725,185
"783","ENPBC18",1.8,1.725,1.875,172
"784","ENPBC18",1.95,1.875,2.025,180
"785","ENPBC18",2.1,2.025,2.175,163
"786","ENPBC18",2.25,2.175,2.325,134
"787","ENPBC18",2.4,2.325,2.475,117
"788","ENPBC18",2.55,2.475,2.625,80
"789","ENPBC18",2.7,2.625,2.775,74
"790","ENPBC18",2.85,2.775,2.925,47
"791","ENPBC18",3,2.925,3.075,37
"792","ENPBC18",3.15,3.075,3.225,21
"793","ENPBC18",3.3,3.225,3.375,29
"794","ENPBC18",3.45,3.375,3.525,13
"795","ENPBC18",3.6,3.525,3.675,12
"796","ENPBC18",3.75,3.675,3.825,10
"797","ENPBC18",3.9,3.825,3.975,5
"798","ENPBC18",4.05,3.975,4.125,2
"799","ENPBC18",4.2,4.125,4.275,4
"800","ENPBC18",4.35,4.275,4.425,3
"801","ENPBC18",4.5,4.425,4.575,2
"802","ENPBC18",4.65,4.575,4.725,0
"803","ENPBC18",4.8,4.725,4.875,1
"804","ENPBC18",4.95,4.875,5.025,1
"805","ENPBC18",5.1,5.025,5.175,2
"806","ENPBC18",5.25,5.175,5.325,1
"807","ENPBC18",5.4,5.325,5.475,1
"808","ENPBC18",5.55,5.475,5.625,0
"809","ENPBC18",5.7,5.625,5.775,0
"810","ENPBC18",5.85,5.775,5.925,0
"811","ENPBC18",6,5.925,6.075,0
"812","ENPBC18",6.15,6.075,6.225,1
"813","ENPBC18",6.3,6.225,6.375,0
"814","ENPBC18",6.45,6.375,6.525,0
"815","ENPBC18",6.6,6.525,6.675,0
"816","ENPBC18",6.75,6.675,6.825,0
"817","ENPBC18",6.9,6.825,6.975,0
"818","ENPBC18",7.05,6.975,7.125,0
"819","ENPBC18",7.2,7.125,7.275,0
"820","ENPBC18",7.35,7.275,7.425,0
"821","ENPBC18",7.5,7.425,7.575,0
"822","ENPBC18",7.65,7.575,7.725,0
"823","ENPBC18",7.8,7.725,7.875,0
"824","ENPBC18",7.95,7.875,8.025,0
"825","ENPBC18",8.1,8.025,8.175,0
"826","ENPCA01",0,-0.075,0.075,75
"827","ENPCA01",0.15,0.075,0.225,4
"828","ENPCA01",0.3,0.225,0.375,11
"829","ENPCA01",0.45,0.375,0.525,16
"830","ENPCA01",0.6,0.525,0.675,26
"831","ENPCA01",0.75,0.675,0.825,65
"832","ENPCA01",0.9,0.825,0.975,99
"833","ENPCA01",1.05,0.975,1.125,146
"834","ENPCA01",1.2,1.125,1.275,175
"835","ENPCA01",1.35,1.275,1.425,209
"836","ENPCA01",1.5,1.425,1.575,202
"837","ENPCA01",1.65,1.575,1.725,235
"838","ENPCA01",1.8,1.725,1.875,173
"839","ENPCA01",1.95,1.875,2.025,185
"840","ENPCA01",2.1,2.025,2.175,142
"841","ENPCA01",2.25,2.175,2.325,122
"842","ENPCA01",2.4,2.325,2.475,101
"843","ENPCA01",2.55,2.475,2.625,62
"844","ENPCA01",2.7,2.625,2.775,52
"845","ENPCA01",2.85,2.775,2.925,41
"846","ENPCA01",3,2.925,3.075,38
"847","ENPCA01",3.15,3.075,3.225,27
"848","ENPCA01",3.3,3.225,3.375,25
"849","ENPCA01",3.45,3.375,3.525,17
"850","ENPCA01",3.6,3.525,3.675,13
"851","ENPCA01",3.75,3.675,3.825,6
"852","ENPCA01",3.9,3.825,3.975,3
"853","ENPCA01",4.05,3.975,4.125,4
"854","ENPCA01",4.2,4.125,4.275,3
"855","ENPCA01",4.35,4.275,4.425,2
"856","ENPCA01",4.5,4.425,4.575,1
"857","ENPCA01",4.65,4.575,4.725,0
"858","ENPCA01",4.8,4.725,4.875,1
"859","ENPCA01",4.95,4.875,5.025,0
"860","ENPCA01",5.1,5.025,5.175,1
"861","ENPCA01",5.25,5.175,5.325,0
"862","ENPCA01",5.4,5.325,5.475,1
"863","ENPCA01",5.55,5.475,5.625,0
"864","ENPCA01",5.7,5.625,5.775,0
"865","ENPCA01",5.85,5.775,5.925,0
"866","ENPCA01",6,5.925,6.075,0
"867","ENPCA01",6.15,6.075,6.225,0
"868","ENPCA01",6.3,6.225,6.375,0
"869","ENPCA01",6.45,6.375,6.525,1
"870","ENPCA01",6.6,6.525,6.675,0
"871","ENPCA01",6.75,6.675,6.825,0
"872","ENPCA01",6.9,6.825,6.975,0
"873","ENPCA01",7.05,6.975,7.125,0
"874","ENPCA01",7.2,7.125,7.275,0
"875","ENPCA01",7.35,7.275,7.425,0
"876","ENPCA01",7.5,7.425,7.575,0
"877","ENPCA01",7.65,7.575,7.725,0
"878","ENPCA01",7.8,7.725,7.875,0
"879","ENPCA01",7.95,7.875,8.025,0
"880","ENPCA01",8.1,8.025,8.175,0
"881","ENPCA02",0,-0.075,0.075,4
"882","ENPCA02",0.15,0.075,0.225,5
"883","ENPCA02",0.3,0.225,0.375,5
"884","ENPCA02",0.45,0.375,0.525,22
"885","ENPCA02",0.6,0.525,0.675,40
"886","ENPCA02",0.75,0.675,0.825,63
"887","ENPCA02",0.9,0.825,0.975,94
"888","ENPCA02",1.05,0.975,1.125,146
"889","ENPCA02",1.2,1.125,1.275,182
"890","ENPCA02",1.35,1.275,1.425,212
"891","ENPCA02",1.5,1.425,1.575,222
"892","ENPCA02",1.65,1.575,1.725,217
"893","ENPCA02",1.8,1.725,1.875,177
"894","ENPCA02",1.95,1.875,2.025,171
"895","ENPCA02",2.1,2.025,2.175,146
"896","ENPCA02",2.25,2.175,2.325,128
"897","ENPCA02",2.4,2.325,2.475,85
"898","ENPCA02",2.55,2.475,2.625,108
"899","ENPCA02",2.7,2.625,2.775,55
"900","ENPCA02",2.85,2.775,2.925,54
"901","ENPCA02",3,2.925,3.075,44
"902","ENPCA02",3.15,3.075,3.225,26
"903","ENPCA02",3.3,3.225,3.375,14
"904","ENPCA02",3.45,3.375,3.525,12
"905","ENPCA02",3.6,3.525,3.675,25
"906","ENPCA02",3.75,3.675,3.825,6
"907","ENPCA02",3.9,3.825,3.975,7
"908","ENPCA02",4.05,3.975,4.125,5
"909","ENPCA02",4.2,4.125,4.275,0
"910","ENPCA02",4.35,4.275,4.425,2
"911","ENPCA02",4.5,4.425,4.575,1
"912","ENPCA02",4.65,4.575,4.725,2
"913","ENPCA02",4.8,4.725,4.875,2
"914","ENPCA02",4.95,4.875,5.025,1
"915","ENPCA02",5.1,5.025,5.175,0
"916","ENPCA02",5.25,5.175,5.325,0
"917","ENPCA02",5.4,5.325,5.475,0
"918","ENPCA02",5.55,5.475,5.625,0
"919","ENPCA02",5.7,5.625,5.775,1
"920","ENPCA02",5.85,5.775,5.925,0
"921","ENPCA02",6,5.925,6.075,0
"922","ENPCA02",6.15,6.075,6.225,0
"923","ENPCA02",6.3,6.225,6.375,0
"924","ENPCA02",6.45,6.375,6.525,0
"925","ENPCA02",6.6,6.525,6.675,0
"926","ENPCA02",6.75,6.675,6.825,0
"927","ENPCA02",6.9,6.825,6.975,0
"928","ENPCA02",7.05,6.975,7.125,0
"929","ENPCA02",7.2,7.125,7.275,0
"930","ENPCA02",7.35,7.275,7.425,0
"931","ENPCA02",7.5,7.425,7.575,0
"932","ENPCA02",7.65,7.575,7.725,0
"933","ENPCA02",7.8,7.725,7.875,0
"934","ENPCA02",7.95,7.875,8.025,0
"935","ENPCA02",8.1,8.025,8.175,0
"936","ENPCA03",0,-0.075,0.075,36
"937","ENPCA03",0.15,0.075,0.225,6
"938","ENPCA03",0.3,0.225,0.375,10
"939","ENPCA03",0.45,0.375,0.525,17
"940","ENPCA03",0.6,0.525,0.675,35
"941","ENPCA03",0.75,0.675,0.825,55
"942","ENPCA03",0.9,0.825,0.975,100
"943","ENPCA03",1.05,0.975,1.125,138
"944","ENPCA03",1.2,1.125,1.275,188
"945","ENPCA03",1.35,1.275,1.425,194
"946","ENPCA03",1.5,1.425,1.575,206
"947","ENPCA03",1.65,1.575,1.725,213
"948","ENPCA03",1.8,1.725,1.875,200
"949","ENPCA03",1.95,1.875,2.025,142
"950","ENPCA03",2.1,2.025,2.175,142
"951","ENPCA03",2.25,2.175,2.325,133
"952","ENPCA03",2.4,2.325,2.475,122
"953","ENPCA03",2.55,2.475,2.625,87
"954","ENPCA03",2.7,2.625,2.775,71
"955","ENPCA03",2.85,2.775,2.925,68
"956","ENPCA03",3,2.925,3.075,30
"957","ENPCA03",3.15,3.075,3.225,23
"958","ENPCA03",3.3,3.225,3.375,16
"959","ENPCA03",3.45,3.375,3.525,13
"960","ENPCA03",3.6,3.525,3.675,9
"961","ENPCA03",3.75,3.675,3.825,7
"962","ENPCA03",3.9,3.825,3.975,8
"963","ENPCA03",4.05,3.975,4.125,4
"964","ENPCA03",4.2,4.125,4.275,1
"965","ENPCA03",4.35,4.275,4.425,1
"966","ENPCA03",4.5,4.425,4.575,2
"967","ENPCA03",4.65,4.575,4.725,0
"968","ENPCA03",4.8,4.725,4.875,1
"969","ENPCA03",4.95,4.875,5.025,1
"970","ENPCA03",5.1,5.025,5.175,2
"971","ENPCA03",5.25,5.175,5.325,2
"972","ENPCA03",5.4,5.325,5.475,0
"973","ENPCA03",5.55,5.475,5.625,0
"974","ENPCA03",5.7,5.625,5.775,0
"975","ENPCA03",5.85,5.775,5.925,0
"976","ENPCA03",6,5.925,6.075,0
"977","ENPCA03",6.15,6.075,6.225,1
"978","ENPCA03",6.3,6.225,6.375,0
"979","ENPCA03",6.45,6.375,6.525,0
"980","ENPCA03",6.6,6.525,6.675,0
"981","ENPCA03",6.75,6.675,6.825,0
"982","ENPCA03",6.9,6.825,6.975,0
"983","ENPCA03",7.05,6.975,7.125,0
"984","ENPCA03",7.2,7.125,7.275,0
"985","ENPCA03",7.35,7.275,7.425,0
"986","ENPCA03",7.5,7.425,7.575,0
"987","ENPCA03",7.65,7.575,7.725,0
"988","ENPCA03",7.8,7.725,7.875,0
"989","ENPCA03",7.95,7.875,8.025,0
"990","ENPCA03",8.1,8.025,8.175,0
"991","ENPCA04",0,-0.075,0.075,42
"992","ENPCA04",0.15,0.075,0.225,3
"993","ENPCA04",0.3,0.225,0.375,9
"994","ENPCA04",0.45,0.375,0.525,21
"995","ENPCA04",0.6,0.525,0.675,29
"996","ENPCA04",0.75,0.675,0.825,64
"997","ENPCA04",0.9,0.825,0.975,83
"998","ENPCA04",1.05,0.975,1.125,152
"999","ENPCA04",1.2,1.125,1.275,158
"1000","ENPCA04",1.35,1.275,1.425,219
"1001","ENPCA04",1.5,1.425,1.575,209
"1002","ENPCA04",1.65,1.575,1.725,194
"1003","ENPCA04",1.8,1.725,1.875,195
"1004","ENPCA04",1.95,1.875,2.025,177
"1005","ENPCA04",2.1,2.025,2.175,160
"1006","ENPCA04",2.25,2.175,2.325,127
"1007","ENPCA04",2.4,2.325,2.475,105
"1008","ENPCA04",2.55,2.475,2.625,95
"1009","ENPCA04",2.7,2.625,2.775,69
"1010","ENPCA04",2.85,2.775,2.925,52
"1011","ENPCA04",3,2.925,3.075,32
"1012","ENPCA04",3.15,3.075,3.225,22
"1013","ENPCA04",3.3,3.225,3.375,20
"1014","ENPCA04",3.45,3.375,3.525,16
"1015","ENPCA04",3.6,3.525,3.675,8
"1016","ENPCA04",3.75,3.675,3.825,4
"1017","ENPCA04",3.9,3.825,3.975,8
"1018","ENPCA04",4.05,3.975,4.125,3
"1019","ENPCA04",4.2,4.125,4.275,3
"1020","ENPCA04",4.35,4.275,4.425,1
"1021","ENPCA04",4.5,4.425,4.575,1
"1022","ENPCA04",4.65,4.575,4.725,0
"1023","ENPCA04",4.8,4.725,4.875,0
"1024","ENPCA04",4.95,4.875,5.025,0
"1025","ENPCA04",5.1,5.025,5.175,1
"1026","ENPCA04",5.25,5.175,5.325,0
"1027","ENPCA04",5.4,5.325,5.475,0
"1028","ENPCA04",5.55,5.475,5.625,0
"1029","ENPCA04",5.7,5.625,5.775,0
"1030","ENPCA04",5.85,5.775,5.925,0
"1031","ENPCA04",6,5.925,6.075,0
"1032","ENPCA04",6.15,6.075,6.225,1
"1033","ENPCA04",6.3,6.225,6.375,0
"1034","ENPCA04",6.45,6.375,6.525,0
"1035","ENPCA04",6.6,6.525,6.675,1
"1036","ENPCA04",6.75,6.675,6.825,0
"1037","ENPCA04",6.9,6.825,6.975,0
"1038","ENPCA04",7.05,6.975,7.125,0
"1039","ENPCA04",7.2,7.125,7.275,0
"1040","ENPCA04",7.35,7.275,7.425,0
"1041","ENPCA04",7.5,7.425,7.575,0
"1042","ENPCA04",7.65,7.575,7.725,0
"1043","ENPCA04",7.8,7.725,7.875,0
"1044","ENPCA04",7.95,7.875,8.025,0
"1045","ENPCA04",8.1,8.025,8.175,0
"1046","ENPCA05",0,-0.075,0.075,42
"1047","ENPCA05",0.15,0.075,0.225,3
"1048","ENPCA05",0.3,0.225,0.375,13
"1049","ENPCA05",0.45,0.375,0.525,28
"1050","ENPCA05",0.6,0.525,0.675,41
"1051","ENPCA05",0.75,0.675,0.825,54
"1052","ENPCA05",0.9,0.825,0.975,111
"1053","ENPCA05",1.05,0.975,1.125,136
"1054","ENPCA05",1.2,1.125,1.275,190
"1055","ENPCA05",1.35,1.275,1.425,219
"1056","ENPCA05",1.5,1.425,1.575,220
"1057","ENPCA05",1.65,1.575,1.725,206
"1058","ENPCA05",1.8,1.725,1.875,199
"1059","ENPCA05",1.95,1.875,2.025,178
"1060","ENPCA05",2.1,2.025,2.175,122
"1061","ENPCA05",2.25,2.175,2.325,118
"1062","ENPCA05",2.4,2.325,2.475,97
"1063","ENPCA05",2.55,2.475,2.625,91
"1064","ENPCA05",2.7,2.625,2.775,53
"1065","ENPCA05",2.85,2.775,2.925,39
"1066","ENPCA05",3,2.925,3.075,31
"1067","ENPCA05",3.15,3.075,3.225,27
"1068","ENPCA05",3.3,3.225,3.375,24
"1069","ENPCA05",3.45,3.375,3.525,15
"1070","ENPCA05",3.6,3.525,3.675,5
"1071","ENPCA05",3.75,3.675,3.825,4
"1072","ENPCA05",3.9,3.825,3.975,4
"1073","ENPCA05",4.05,3.975,4.125,4
"1074","ENPCA05",4.2,4.125,4.275,1
"1075","ENPCA05",4.35,4.275,4.425,3
"1076","ENPCA05",4.5,4.425,4.575,2
"1077","ENPCA05",4.65,4.575,4.725,1
"1078","ENPCA05",4.8,4.725,4.875,0
"1079","ENPCA05",4.95,4.875,5.025,1
"1080","ENPCA05",5.1,5.025,5.175,0
"1081","ENPCA05",5.25,5.175,5.325,2
"1082","ENPCA05",5.4,5.325,5.475,0
"1083","ENPCA05",5.55,5.475,5.625,0
"1084","ENPCA05",5.7,5.625,5.775,0
"1085","ENPCA05",5.85,5.775,5.925,0
"1086","ENPCA05",6,5.925,6.075,0
"1087","ENPCA05",6.15,6.075,6.225,0
"1088","ENPCA05",6.3,6.225,6.375,0
"1089","ENPCA05",6.45,6.375,6.525,0
"1090","ENPCA05",6.6,6.525,6.675,0
"1091","ENPCA05",6.75,6.675,6.825,0
"1092","ENPCA05",6.9,6.825,6.975,0
"1093","ENPCA05",7.05,6.975,7.125,0
"1094","ENPCA05",7.2,7.125,7.275,0
"1095","ENPCA05",7.35,7.275,7.425,0
"1096","ENPCA05",7.5,7.425,7.575,0
"1097","ENPCA05",7.65,7.575,7.725,0
"1098","ENPCA05",7.8,7.725,7.875,0
"1099","ENPCA05",7.95,7.875,8.025,0
"1100","ENPCA05",8.1,8.025,8.175,0
"1101","ENPCA06",0,-0.075,0.075,52
"1102","ENPCA06",0.15,0.075,0.225,3
"1103","ENPCA06",0.3,0.225,0.375,11
"1104","ENPCA06",0.45,0.375,0.525,15
"1105","ENPCA06",0.6,0.525,0.675,30
"1106","ENPCA06",0.75,0.675,0.825,66
"1107","ENPCA06",0.9,0.825,0.975,109
"1108","ENPCA06",1.05,0.975,1.125,137
"1109","ENPCA06",1.2,1.125,1.275,174
"1110","ENPCA06",1.35,1.275,1.425,228
"1111","ENPCA06",1.5,1.425,1.575,195
"1112","ENPCA06",1.65,1.575,1.725,203
"1113","ENPCA06",1.8,1.725,1.875,183
"1114","ENPCA06",1.95,1.875,2.025,164
"1115","ENPCA06",2.1,2.025,2.175,144
"1116","ENPCA06",2.25,2.175,2.325,123
"1117","ENPCA06",2.4,2.325,2.475,110
"1118","ENPCA06",2.55,2.475,2.625,81
"1119","ENPCA06",2.7,2.625,2.775,72
"1120","ENPCA06",2.85,2.775,2.925,55
"1121","ENPCA06",3,2.925,3.075,35
"1122","ENPCA06",3.15,3.075,3.225,19
"1123","ENPCA06",3.3,3.225,3.375,18
"1124","ENPCA06",3.45,3.375,3.525,16
"1125","ENPCA06",3.6,3.525,3.675,11
"1126","ENPCA06",3.75,3.675,3.825,6
"1127","ENPCA06",3.9,3.825,3.975,7
"1128","ENPCA06",4.05,3.975,4.125,0
"1129","ENPCA06",4.2,4.125,4.275,3
"1130","ENPCA06",4.35,4.275,4.425,2
"1131","ENPCA06",4.5,4.425,4.575,5
"1132","ENPCA06",4.65,4.575,4.725,2
"1133","ENPCA06",4.8,4.725,4.875,0
"1134","ENPCA06",4.95,4.875,5.025,0
"1135","ENPCA06",5.1,5.025,5.175,3
"1136","ENPCA06",5.25,5.175,5.325,0
"1137","ENPCA06",5.4,5.325,5.475,1
"1138","ENPCA06",5.55,5.475,5.625,1
"1139","ENPCA06",5.7,5.625,5.775,0
"1140","ENPCA06",5.85,5.775,5.925,0
"1141","ENPCA06",6,5.925,6.075,0
"1142","ENPCA06",6.15,6.075,6.225,0
"1143","ENPCA06",6.3,6.225,6.375,0
"1144","ENPCA06",6.45,6.375,6.525,0
"1145","ENPCA06",6.6,6.525,6.675,0
"1146","ENPCA06",6.75,6.675,6.825,0
"1147","ENPCA06",6.9,6.825,6.975,0
"1148","ENPCA06",7.05,6.975,7.125,0
"1149","ENPCA06",7.2,7.125,7.275,0
"1150","ENPCA06",7.35,7.275,7.425,0
"1151","ENPCA06",7.5,7.425,7.575,0
"1152","ENPCA06",7.65,7.575,7.725,0
"1153","ENPCA06",7.8,7.725,7.875,0
"1154","ENPCA06",7.95,7.875,8.025,0
"1155","ENPCA06",8.1,8.025,8.175,0
"1156","ENPCA07",0,-0.075,0.075,1
"1157","ENPCA07",0.15,0.075,0.225,4
"1158","ENPCA07",0.3,0.225,0.375,7
"1159","ENPCA07",0.45,0.375,0.525,20
"1160","ENPCA07",0.6,0.525,0.675,37
