time_kyr,RSL_95low_m,RSL_95high_m,RSL_Pmax_m,RSL_Pmax95high_m,RSL_Pmax95low_m
371.75,-77.452,-42.988,-56.412,-53.295,-59.529
371.875,-78.533,-41.754,-56.926,-53.807,-60.045
372,-77.959,-42.246,-57.892,-54.775,-61.01
372.125,-76.654,-42.054,-58.495,-55.379,-61.61
372.25,-75.689,-41.312,-58.468,-55.352,-61.584
372.375,-75.61,-41.583,-58.261,-55.145,-61.378
372.5,-78.363,-42.302,-58.382,-55.259,-61.504
372.625,-76.713,-42.225,-58.789,-55.668,-61.911
372.75,-76.048,-43.938,-59.014,-55.909,-62.119
372.875,-76.073,-42.914,-58.765,-55.658,-61.872
373,-76.33,-43.048,-58.248,-55.14,-61.356
373.125,-77.025,-43.539,-57.79,-54.681,-60.899
373.25,-76.497,-42.163,-57.357,-54.238,-60.476
373.375,-76.15,-42.723,-56.718,-53.609,-59.828
373.5,-75.55,-42.757,-55.926,-52.816,-59.037
373.625,-75.617,-42.995,-55.298,-52.187,-58.41
373.75,-78.392,-43.84,-55.036,-51.92,-58.152
373.875,-77.442,-42.913,-55.172,-52.053,-58.292
374,-77.018,-42.829,-55.766,-52.652,-58.879
374.125,-74.241,-43.796,-56.791,-53.689,-59.893
374.25,-76.052,-42.887,-57.908,-54.802,-61.014
374.375,-74.775,-42.742,-58.682,-55.575,-61.789
374.5,-76.807,-42.158,-58.931,-55.82,-62.042
374.625,-76.18,-41.916,-58.648,-55.535,-61.761
374.75,-74.967,-42.211,-57.985,-54.873,-61.096
374.875,-75.335,-39.224,-57.297,-54.182,-60.411
375,-73.675,-39.077,-56.832,-53.723,-59.94
375.125,-73.313,-41.756,-56.594,-53.485,-59.703
375.25,-75.551,-38.908,-56.499,-53.384,-59.613
375.375,-73.568,-40.975,-56.317,-53.21,-59.424
375.5,-76.474,-41.397,-55.824,-52.706,-58.942
375.625,-74.163,-40.606,-55.195,-52.08,-58.309
375.75,-73.444,-39.971,-54.771,-51.662,-57.88
375.875,-72.597,-39.822,-54.638,-51.525,-57.751
376,-72.65,-39.191,-54.797,-51.689,-57.905
376.125,-69.583,-38.718,-55.311,-52.207,-58.414
376.25,-70.97,-39.329,-56.034,-52.927,-59.141
376.375,-72.812,-40.945,-56.543,-53.441,-59.645
376.5,-71.985,-39.512,-56.546,-53.437,-59.654
376.625,-71.919,-39.36,-56.126,-53.008,-59.245
376.75,-72.847,-38.23,-55.541,-52.427,-58.655
376.875,-70.967,-36.066,-54.985,-51.867,-58.102
377,-71.551,-39.301,-54.466,-51.354,-57.579
377.125,-70.296,-36.912,-53.979,-50.863,-57.095
377.25,-69.888,-36.059,-53.678,-50.562,-56.795
377.375,-70.267,-36.883,-53.601,-50.48,-56.721
377.5,-69.448,-35.619,-53.507,-50.394,-56.621
377.625,-70.099,-36.77,-53.074,-49.957,-56.19
377.75,-69.983,-36.268,-52.238,-49.123,-55.353
377.875,-70.11,-36.69,-51.405,-48.289,-54.52
378,-69.303,-36.539,-51.06,-47.949,-54.171
378.125,-70.201,-35.342,-51.211,-48.094,-54.328
378.25,-68.052,-35.516,-51.474,-48.363,-54.586
378.375,-68.34,-35.911,-51.602,-48.496,-54.708
378.5,-67.34,-36.142,-51.611,-48.501,-54.72
378.625,-67.527,-36.036,-51.515,-48.408,-54.622
378.75,-70.759,-33.051,-51.283,-48.159,-54.407
378.875,-68.311,-32.261,-51.01,-47.888,-54.133
379,-68.692,-34.231,-50.856,-47.738,-53.974
379.125,-68.463,-34.353,-50.82,-47.707,-53.934
379.25,-66.547,-31.682,-50.678,-47.558,-53.797
379.375,-67.723,-30.765,-50.269,-47.152,-53.386
379.5,-65.706,-31.252,-49.779,-46.656,-52.902
379.625,-68.043,-32.659,-49.452,-46.332,-52.572
379.75,-65.619,-30.792,-49.246,-46.135,-52.356
379.875,-65.826,-30.887,-48.939,-45.821,-52.057
380,-65.368,-31.88,-48.387,-45.272,-51.502
380.125,-63.504,-30.043,-47.643,-44.532,-50.753
380.25,-65.56,-31.379,-46.843,-43.727,-49.959
380.375,-64.625,-31.608,-46.082,-42.967,-49.197
380.5,-63.819,-30.871,-45.503,-42.394,-48.613
380.625,-62.586,-30.896,-45.329,-42.227,-48.431
380.75,-62.959,-30.409,-45.573,-42.468,-48.679
380.875,-62.573,-31.209,-45.848,-42.75,-48.946
381,-64.197,-29.641,-45.653,-42.544,-48.762
381.125,-62.288,-30.721,-44.827,-41.723,-47.932
381.25,-63.304,-30.206,-43.831,-40.721,-46.941
381.375,-60.507,-31.537,-43.37,-40.275,-46.466
381.5,-61.61,-31.07,-43.582,-40.486,-46.678
381.625,-60.604,-29.913,-43.975,-40.882,-47.068
381.75,-60.189,-30.384,-44.13,-41.037,-47.223
381.875,-61.171,-31.117,-44.093,-41,-47.187
382,-60.59,-30.818,-44.069,-40.975,-47.163
382.125,-59.045,-30.419,-44.111,-41.019,-47.203
382.25,-57.67,-30.44,-44.174,-41.091,-47.258
382.375,-56.975,-29.328,-44.155,-41.072,-47.238
382.5,-56.863,-27.873,-43.959,-40.868,-47.05
382.625,-57.408,-29.338,-43.678,-40.59,-46.765
382.75,-58.99,-29.443,-43.438,-40.351,-46.525
382.875,-56.967,-29.494,-43.237,-40.154,-46.32
383,-57.582,-29.054,-43.162,-40.075,-46.249
383.125,-58.249,-28.456,-43.364,-40.264,-46.463
383.25,-58.494,-27.505,-43.709,-40.615,-46.803
383.375,-57.432,-28.255,-43.868,-40.776,-46.96
383.5,-58.385,-27.398,-43.742,-40.641,-46.843
383.625,-57.126,-28.614,-43.583,-40.49,-46.677
383.75,-58.187,-27.482,-43.688,-40.592,-46.784
383.875,-58.439,-26.876,-44.034,-40.938,-47.13
384,-58.458,-26.755,-44.289,-41.191,-47.388
384.125,-57.366,-26.389,-44.13,-41.034,-47.225
384.25,-55.444,-26.898,-43.602,-40.511,-46.692
384.375,-55.185,-25.916,-43.055,-39.961,-46.15
384.5,-55.764,-28.076,-42.637,-39.549,-45.726
384.625,-54.897,-24.945,-42.294,-39.204,-45.385
384.75,-55.775,-26.275,-42.189,-39.089,-45.288
384.875,-55.978,-25.751,-42.433,-39.329,-45.538
385,-55.497,-25.843,-42.76,-39.668,-45.851
385.125,-55.057,-25.059,-42.869,-39.774,-45.963
385.25,-55.417,-23.537,-42.687,-39.579,-45.795
385.375,-56.066,-23.491,-42.357,-39.252,-45.461
385.5,-56.814,-25.705,-42.127,-39.024,-45.23
385.625,-56.686,-23.588,-41.942,-38.84,-45.043
385.75,-57.701,-23.592,-41.405,-38.291,-44.518
385.875,-55.52,-20.828,-40.485,-37.376,-43.594
386,-55.738,-20.435,-39.725,-36.606,-42.844
386.125,-56.142,-23.305,-39.547,-36.436,-42.659
386.25,-54.509,-21.724,-39.837,-36.732,-42.942
386.375,-56.593,-20.766,-40.206,-37.078,-43.334
386.5,-56.126,-21.444,-40.388,-37.274,-43.502
386.625,-57.496,-21.014,-40.383,-37.259,-43.507
386.75,-54.721,-20.973,-40.281,-37.165,-43.397
386.875,-53.95,-21.103,-40.071,-36.955,-43.187
387,-55.231,-22.593,-39.706,-36.588,-42.824
387.125,-56.824,-18.867,-39.256,-36.129,-42.382
387.25,-55.383,-23.566,-38.868,-35.752,-41.983
387.375,-55.359,-19.892,-38.709,-35.59,-41.828
387.5,-56.227,-19.801,-38.988,-35.859,-42.117
387.625,-56.61,-19.072,-39.651,-36.518,-42.784
387.75,-56.665,-18.295,-40.183,-37.046,-43.32
387.875,-55.669,-18.551,-40.256,-37.132,-43.381
388,-58.724,-19.829,-40.273,-37.141,-43.405
388.125,-57.482,-18.138,-40.769,-37.635,-43.902
388.25,-57.137,-18.919,-41.617,-38.487,-44.747
388.375,-58.554,-21.873,-42.171,-39.038,-45.303
388.5,-59.935,-20.804,-42.103,-38.968,-45.238
388.625,-57.972,-20.827,-41.801,-38.671,-44.932
388.75,-58.686,-21.907,-41.773,-38.644,-44.902
388.875,-58.607,-22.009,-42,-38.868,-45.131
389,-57.151,-20.048,-42.098,-38.97,-45.226
389.125,-56.295,-19.045,-41.85,-38.713,-44.988
389.25,-57.658,-23.779,-41.376,-38.254,-44.498
389.375,-55.102,-21.354,-40.972,-37.857,-44.087
389.5,-58.576,-23.157,-40.912,-37.793,-44.032
389.625,-57.901,-20.098,-41.204,-38.076,-44.332
389.75,-56.906,-21.682,-41.509,-38.4,-44.619
389.875,-55.973,-24.312,-41.568,-38.46,-44.676
390,-57.571,-22.366,-41.577,-38.464,-44.691
390.125,-56.224,-21.282,-41.697,-38.587,-44.807
390.25,-57.464,-23.037,-41.648,-38.547,-44.75
390.375,-55.735,-25.111,-41.23,-38.126,-44.333
390.5,-58.821,-25.647,-40.678,-37.573,-43.783
390.625,-57.168,-25.471,-40.35,-37.247,-43.453
390.75,-56.951,-25.476,-40.341,-37.246,-43.436
390.875,-56.862,-25.981,-40.486,-37.392,-43.58
391,-57.263,-27.014,-40.643,-37.546,-43.74
391.125,-58.612,-25.906,-40.803,-37.703,-43.903
391.25,-54.57,-25.4,-40.991,-37.903,-44.079
391.375,-55.209,-23.076,-41.176,-38.08,-44.272
391.5,-54.188,-25.434,-41.236,-38.15,-44.321
391.625,-56.452,-27.52,-41.127,-38.04,-44.215
391.75,-54.579,-25.797,-40.969,-37.881,-44.058
391.875,-55.303,-26.39,-40.868,-37.783,-43.953
392,-52.917,-28.429,-40.812,-37.739,-43.884
392.125,-54.914,-26.646,-40.746,-37.668,-43.823
392.25,-55.705,-25.971,-40.649,-37.559,-43.739
392.375,-52.62,-26.583,-40.51,-37.43,-43.59
392.5,-53.059,-26.037,-40.26,-37.181,-43.34
392.625,-53.881,-25.882,-39.865,-36.781,-42.948
392.75,-52.72,-24.856,-39.447,-36.364,-42.529
392.875,-54.234,-24.663,-39.199,-36.11,-42.288
393,-52.53,-25.983,-39.236,-36.159,-42.313
393.125,-52.23,-25.515,-39.42,-36.341,-42.5
393.25,-52.198,-24.673,-39.416,-36.336,-42.495
393.375,-50.336,-24.209,-39.02,-35.942,-42.097
393.5,-50.279,-23.848,-38.258,-35.175,-41.342
393.625,-51.55,-23.033,-37.341,-34.255,-40.427
393.75,-50.216,-24.608,-36.609,-33.53,-39.688
393.875,-50.016,-24.975,-36.299,-33.226,-39.373
394,-50.669,-23.863,-36.342,-33.266,-39.417
394.125,-48.924,-24.175,-36.413,-33.339,-39.487
394.25,-50.015,-23.79,-36.225,-33.147,-39.303
394.375,-49.763,-22.369,-35.773,-32.692,-38.855
394.5,-48.668,-23.102,-35.316,-32.238,-38.394
394.625,-50.804,-20.92,-35.078,-31.992,-38.163
394.75,-48.462,-23.13,-34.985,-31.913,-38.058
394.875,-47.216,-21.803,-34.85,-31.778,-37.922
395,-46.078,-21.342,-34.642,-31.569,-37.714
395.125,-48.387,-19.947,-34.372,-31.29,-37.454
395.25,-47.298,-22.318,-33.99,-30.915,-37.064
395.375,-46.678,-20.578,-33.492,-30.416,-36.568
395.5,-47.321,-19.744,-32.964,-29.886,-36.042
395.625,-46.731,-19.347,-32.54,-29.46,-35.619
395.75,-44.651,-18.821,-32.328,-29.253,-35.402
395.875,-45.168,-19.021,-32.333,-29.258,-35.408
396,-44.684,-18.467,-32.388,-29.309,-35.467
396.125,-45.737,-16.815,-32.281,-29.194,-35.367
396.25,-46.064,-15.297,-32.089,-29.001,-35.178
396.375,-45.559,-16.99,-32.068,-28.984,-35.153
396.5,-44.161,-16.516,-32.229,-29.15,-35.308
396.625,-44.51,-14.421,-32.362,-29.27,-35.455
396.75,-43.422,-16.152,-32.296,-29.214,-35.379
396.875,-43.182,-16.443,-32.008,-28.929,-35.088
397,-42.637,-14.09,-31.596,-28.512,-34.679
397.125,-42.122,-13.201,-31.155,-28.067,-34.243
397.25,-42.541,-14.262,-30.689,-27.603,-33.776
397.375,-42.295,-12.317,-30.139,-27.043,-33.235
397.5,-41.877,-11.896,-29.538,-26.447,-32.628
397.625,-42.057,-10.907,-29.027,-25.927,-32.128
397.75,-42.714,-12.333,-28.697,-25.603,-31.79
397.875,-43.109,-12.043,-28.536,-25.436,-31.635
398,-42.464,-10.941,-28.452,-25.347,-31.558
398.125,-41.208,-8.313,-28.264,-25.158,-31.37
398.25,-40.931,-8.623,-27.801,-24.696,-30.906
398.375,-42.095,-9.504,-26.995,-23.884,-30.107
398.5,-40.588,-7.986,-25.868,-22.759,-28.978
398.625,-41.358,-6.853,-24.557,-21.445,-27.669
398.75,-39.711,-8.071,-23.336,-20.224,-26.448
398.875,-38.887,-6.997,-22.466,-19.358,-25.574
399,-39.418,-6.436,-21.866,-18.754,-24.978
399.125,-39.032,-6.071,-21.226,-18.113,-24.338
399.25,-39.67,-5.347,-20.585,-17.471,-23.699
399.375,-39.612,-4.325,-20.29,-17.176,-23.404
399.5,-38.809,-3.91,-20.437,-17.318,-23.556
399.625,-37.581,-2.723,-20.83,-17.709,-23.95
399.75,-37.876,-3.502,-21.083,-17.965,-24.201
399.875,-34.97,-4.229,-20.713,-17.609,-23.817
400,-36.195,-3.33,-19.722,-16.61,-22.834
400.125,-35.868,-1.418,-18.774,-15.658,-21.891
400.25,-36.375,-2.149,-18.236,-15.122,-21.35
400.375,-33.633,-0.852,-17.766,-14.659,-20.874
400.5,-35.154,-1.882,-17.125,-14.013,-20.236
400.625,-35.376,0.512,-16.491,-13.37,-19.612
400.75,-35.027,-1.015,-16.052,-12.939,-19.165
400.875,-32.469,0.225,-15.857,-12.752,-18.962
401,-33.053,-0.069,-15.842,-12.73,-18.955
401.125,-32.224,1.67E+00,-15.802,-12.69,-18.914
401.25,-32.01,1.191,-15.488,-12.375,-18.601
401.375,-31.313,1.739,-14.833,-11.728,-17.937
401.5,-30.862,9.31E-01,-13.987,-10.888,-17.086
401.625,-29.591,3.02,-12.999,-9.897,-16.101
401.75,-29.687,1.633,-11.826,-8.724,-14.929
401.875,-28.052,2.043,-10.632,-7.533,-13.732
402,-27.724,1.852,-9.573,-6.478,-12.669
402.125,-26.25,1.585,-8.633,-5.538,-11.728
402.25,-26.263,4.16,-7.976,-4.878,-11.075
402.375,-24.898,2.398,-7.861,-4.776,-10.945
402.5,-24.896,2.503,-8.179,-5.096,-11.262
402.625,-25.412,4.079,-8.562,-5.476,-11.648
402.75,-23.978,3.292,-8.776,-5.694,-11.858
402.875,-24.307,4.402,-8.744,-5.656,-11.831
403,-27.198,4.193,-8.381,-5.29E+00,-11.47
403.125,-23.478,3.73,-7.71,-4.63,-10.789
403.25,-23.301,4.765,-7.012,-3.93E+00,-10.095
403.375,-22.721,4.271,-6.677,-3.598,-9.756
403.5,-21.015,4.85,-6.771,-3.693,-9.848
403.625,-20.78,4.87,-6.921,-3.846,-9.996
403.75,-21.457,5.215,-6.844,-3.767,-9.92
403.875,-21.944,4.956,-6.681,-3.602,-9.76
404,-21.545,4.349,-6.63,-3.557,-9.702
404.125,-21.832,4.753,-6.652,-3.575,-9.729
404.25,-21.873,4.773,-6.659,-3.577,-9.741
404.375,-21.052,4.164,-6.663,-3.587,-9.74
404.5,-20.574,5.693,-6.673,-3.602,-9.744
404.625,-21.218,5.254,-6.67,-3.599,-9.742
404.75,-20.246,6.341,-6.693,-3.615,-9.77
404.875,-21.233,5.548,-6.752,-3.669,-9.835
405,-20.662,5.197,-6.796,-3.716,-9.875
405.125,-19.511,5.006,-6.778,-3.71,-9.846
405.25,-20.918,5.211,-6.654,-3.584,-9.723
405.375,-20.753,3.711,-6.396,-3.327,-9.466
405.5,-21.173,5.094,-6.11,-3.033,-9.187
405.625,-21.46,5.705,-6.024,-2.943,-9.104
405.75,-20.05,5.526,-6.274,-3.201,-9.346
405.875,-21.873,5.859,-6.811,-3.73,-9.893
406,-20.935,5.953,-7.461,-4.384,-10.538
406.125,-21.188,6.027,-7.988,-4.91,-11.067
406.25,-21.252,5.589,-8.368,-5.287,-11.449
406.375,-20.91,4.445,-8.891,-5.816,-11.966
406.5,-22.481,3.667,-9.606,-6.531,-12.682
406.625,-22.344,2.591,-10.053,-6.978,-13.128
406.75,-21.763,2.279,-9.973,-6.902,-13.044
406.875,-22.256,3.174,-9.737,-6.662,-12.811
407,-22.88,2.416,-9.823,-6.747,-12.9
407.125,-23.164,3.18,-10.261,-7.185,-13.338
407.25,-21.664,3.047,-10.721,-7.645,-13.798
407.375,-23.758,3.615,-10.916,-7.838,-13.995
407.5,-23.97,4.016,-10.853,-7.772,-13.934
407.625,-24.786,3.715,-10.785,-7.699,-13.871
407.75,-24.849,2.005,-10.898,-7.82,-13.976
407.875,-23.508,1.50E+00,-11.091,-8.015,-14.167
408,-24.362,1.501,-11.205,-8.128,-14.281
408.125,-25.144,1.11,-11.285,-8.209,-14.361
408.25,-24.345,0.814,-11.51,-8.436,-14.583
408.375,-25.114,2.114,-11.902,-8.823,-14.982
408.5,-25.418,2.00E+00,-12.282,-9.203,-15.361
408.625,-26.037,0.137,-12.583,-9.504,-15.661
408.75,-25.903,-0.747,-12.932,-9.86,-16.005
408.875,-26.122,-1.014,-13.408,-10.335,-16.481
409,-25.266,-2.414,-13.986,-10.92,-17.052
409.125,-27.102,-2.151,-14.545,-11.474,-17.616
409.25,-26.867,-0.738,-14.877,-11.805,-17.949
409.375,-25.747,-0.805,-14.875,-11.802,-17.948
409.5,-25.696,-0.859,-14.647,-11.577,-17.717
409.625,-25.658,-1.04,-14.367,-11.298,-17.437
409.75,-26.258,-1.156,-14.127,-11.059,-17.195
409.875,-25.991,-1.931,-13.963,-10.897,-17.03
410,-27.366,-1.68,-13.899,-10.831,-16.966
410.125,-27.323,-3.697,-13.921,-10.855,-16.988
410.25,-28.427,-2.795,-13.976,-10.902,-17.049
410.375,-27.694,-2.329,-14.004,-10.932,-17.075
410.5,-27.075,-2.645,-14.029,-10.961,-17.096
410.625,-26.155,-2.334,-14.113,-11.049,-17.176
410.75,-26.201,-1.966,-14.231,-11.165,-17.297
410.875,-26.287,-0.668,-14.335,-11.264,-17.407
411,-27.108,-2.202,-14.45,-11.379,-17.52
411.125,-29.272,-2.581,-14.625,-11.551,-17.7
411.25,-27.955,-3.066,-14.871,-11.8,-17.942
411.375,-27.41,-3.391,-15.178,-12.111,-18.246
411.5,-28.208,-3.43,-15.538,-12.469,-18.607
411.625,-27.824,-3.624,-15.941,-12.874,-19.007
411.75,-28.293,-2.903,-16.369,-13.3,-19.439
411.875,-28.564,-3.733,-16.724,-13.657,-19.79
412,-28.896,-3.021,-16.878,-13.812,-19.944
412.125,-28.286,-4.829,-16.883,-13.815,-19.952
412.25,-28.449,-2.755,-16.983,-13.91,-20.056
412.375,-29.107,-4.405,-17.411,-14.339,-20.483
412.5,-28.039,-4.212,-18.113,-15.045,-21.181
412.625,-27.36,-4.482,-18.749,-15.681,-21.816
412.75,-27.892,-4.681,-19.15,-16.081,-22.219
412.875,-28.582,-4.513,-19.514,-16.442,-22.586
413,-29.206,-5.25,-19.99,-16.916,-23.063
413.125,-31.388,-4.487,-20.401,-17.322,-23.48
413.25,-30.476,-2.758,-20.498,-17.42,-23.577
413.375,-30.262,-4.241,-20.223,-17.144,-23.301
413.5,-29.283,-4.352,-19.74,-16.665,-22.814
413.625,-29.388,-4.88,-19.373,-16.3,-22.446
413.75,-30.006,-4.832,-19.341,-16.268,-22.414
413.875,-29.619,-5.08,-19.563,-16.493,-22.632
414,-30.394,-5.593,-19.782,-16.71,-22.854
414.125,-31.192,-5.681,-19.796,-16.723,-22.868
414.25,-30.153,-7.019,-19.586,-16.517,-22.656
414.375,-30.394,-8.083,-19.266,-16.2,-22.332
414.5,-31.723,-7.682,-18.975,-15.906,-22.045
414.625,-30.951,-8.013,-18.885,-15.817,-21.953
414.75,-31.298,-7.353,-19.054,-15.985,-22.122
414.875,-33.445,-7.05,-19.315,-16.244,-22.387
415,-32.849,-7.134,-19.539,-16.467,-22.611
415.125,-33.393,-8.232,-19.73,-16.658,-22.802
415.25,-32.824,-8.27,-19.841,-16.774,-22.907
415.375,-31.86,-8.389,-19.793,-16.729,-22.858
415.5,-32.337,-7.667,-19.56,-16.494,-22.627
415.625,-30.735,-7.985,-19.151,-16.086,-22.215
415.75,-30.796,-8.787,-18.717,-15.652,-21.783
415.875,-31.432,-8.349,-18.509,-15.441,-21.576
416,-31.15,-8.375,-18.591,-15.525,-21.658
416.125,-32.125,-8.098,-18.831,-15.764,-21.898
416.25,-31.614,-8.448,-19.135,-16.067,-22.204
416.375,-32.15,-8.291,-19.548,-16.479,-22.617
416.5,-33.051,-9.415,-20.143,-17.073,-23.213
416.625,-34.192,-8.783,-20.845,-17.774,-23.916
416.75,-33.18,-8.31,-21.414,-18.343,-24.486
416.875,-32.525,-8.385,-21.712,-18.643,-24.781
417,-32.692,-7.741,-21.812,-18.743,-24.881
417.125,-33.705,-8.141,-21.846,-18.776,-24.915
417.25,-34.923,-7.86,-21.913,-18.839,-24.987
417.375,-33.112,-9.716,-22.109,-19.037,-25.181
417.5,-35.056,-9.124,-22.5,-19.429,-25.571
417.625,-33.251,-10.536,-23.044,-19.982,-26.107
417.75,-33.178,-11.218,-23.648,-20.587,-26.71
417.875,-34.031,-8.737,-24.207,-21.138,-27.275
418,-35.644,-9.639,-24.556,-21.482,-27.63
418.125,-35.559,-9.869,-24.6,-21.525,-27.674
418.25,-34.851,-10.545,-24.518,-21.446,-27.589
418.375,-36.592,-11.735,-24.571,-21.497,-27.646
418.5,-37.166,-12.402,-24.754,-21.682,-27.826
418.625,-37.748,-11.342,-24.945,-21.868,-28.023
418.75,-40.399,-12.892,-25.191,-22.11,-28.272
418.875,-41.01,-12.447,-25.52,-22.437,-28.602
419,-40.094,-11.85,-25.848,-22.765,-28.932
419.125,-42.445,-13.128,-26.227,-23.14,-29.313
419.25,-41.801,-13.262,-26.736,-23.649,-29.824
419.375,-41.164,-13.429,-27.312,-24.225,-30.399
419.5,-42.74,-13.978,-27.88,-24.795,-30.965
419.625,-42.784,-14.813,-28.417,-25.333,-31.501
419.75,-44.332,-14.459,-28.927,-25.841,-32.014
419.875,-44.313,-15.308,-29.485,-26.399,-32.572
420,-43.353,-16.344,-30.153,-27.073,-33.233
420.125,-42.886,-16.186,-30.912,-27.832,-33.992
420.25,-43.682,-16.126,-31.668,-28.582,-34.755
420.375,-43.685,-16.258,-32.277,-29.189,-35.365
420.5,-43.095,-16.084,-32.652,-29.567,-35.736
420.625,-44.52,-16.978,-32.819,-29.735,-35.903
420.75,-46.441,-17.052,-32.816,-29.73,-35.902
420.875,-45.657,-15.948,-32.647,-29.556,-35.738
421,-45.922,-16.174,-32.454,-29.359,-35.549
421.125,-46.584,-16.174,-32.507,-29.413,-35.601
421.25,-46.648,-16.903,-32.971,-29.88,-36.061
421.375,-45.805,-16.59,-33.789,-30.698,-36.881
421.5,-46.715,-17.552,-34.709,-31.619,-37.8
421.625,-48.383,-18.057,-35.443,-32.351,-38.536
421.75,-48.344,-18.036,-35.936,-32.841,-39.03
421.875,-48.613,-17.148,-36.315,-33.221,-39.409
422,-48.964,-18.316,-36.628,-33.539,-39.717
422.125,-49.064,-19.576,-36.844,-33.754,-39.933
422.25,-50.041,-20.508,-36.971,-33.884,-40.058
422.375,-52.372,-20.756,-37.06,-33.964,-40.156
422.5,-53.168,-19.799,-37.259,-34.156,-40.363
422.625,-53.461,-20.145,-37.753,-34.651,-40.855
422.75,-54.32,-21.719,-38.523,-35.426,-41.621
422.875,-54.793,-21.3,-39.349,-36.25,-42.448
423,-55.388,-24.025,-40.068,-36.971,-43.165
423.125,-58.398,-27.137,-40.687,-37.587,-43.787
423.25,-59.228,-26.878,-41.34,-38.235,-44.445
423.375,-60.283,-26.101,-42.242,-39.131,-45.353
423.5,-63.792,-27.464,-43.426,-40.305,-46.547
423.625,-61.671,-30.259,-44.614,-41.507,-47.722
423.75,-61.232,-29.699,-45.622,-42.513,-48.731
423.875,-62.469,-29.727,-46.569,-43.455,-49.683
424,-62.997,-30.603,-47.57,-44.458,-50.683
424.125,-62.065,-31.835,-48.516,-45.418,-51.614
424.25,-63.822,-32.119,-49.202,-46.105,-52.299
424.375,-64.069,-35.188,-49.549,-46.456,-52.643
424.5,-62.68,-35.452,-49.675,-46.594,-52.756
424.625,-63.723,-35.1,-49.772,-46.685,-52.86
424.75,-64.214,-33.701,-49.912,-46.812,-53.012
424.875,-63.839,-35.985,-50.074,-46.986,-53.162
425,-65.066,-34.173,-50.386,-47.294,-53.479
425.125,-66.257,-36.69,-51.017,-47.923,-54.111
425.25,-66.412,-37.511,-51.778,-48.685,-54.871
425.375,-66.778,-36.927,-52.208,-49.117,-55.3
425.5,-68.131,-36.131,-52.164,-49.068,-55.26
425.625,-68.383,-36.912,-51.939,-48.838,-55.04
425.75,-66.693,-36.718,-51.725,-48.625,-54.826
425.875,-68.89,-36.3,-51.489,-48.38,-54.597
426,-76.156,-36.328,-51.389,-48.265,-54.512
426.125,-74.977,-34.959,-51.671,-48.539,-54.803
426.25,-77.31,-33.461,-52.211,-49.055,-55.368
426.375,-81.35,-33.593,-52.686,-49.527,-55.846
426.5,-84.596,-33.18,-52.95,-49.773,-56.128
426.625,-86.971,-33.498,-52.989,-49.81,-56.168
426.75,-83.678,-31.831,-52.859,-49.651,-56.067
426.875,-88.113,-31.356,-52.737,-49.501,-55.973
427,-92.041,-31.894,-52.71,-49.445,-55.974
427.125,-93.6,-32.046,-52.6,-49.307,-55.892
427.25,-92.109,-31.12,-52.261,-48.972,-55.549
427.375,-93.223,-31.439,-51.813,-48.525,-55.101
427.5,-92.669,-31.418,-51.412,-48.08,-54.744
427.625,-95.759,-31.53,-51.029,-47.644,-54.413
427.75,-98.656,-32.528,-50.686,-47.298,-54.074
427.875,-97.632,-30.66,-50.789,-47.38,-54.198
428,-99.713,-31.458,-51.708,-48.291,-55.125
428.125,-100.276,-33.143,-52.972,-49.575,-56.369
428.25,-101.45,-33.79,-53.665,-50.245,-57.086
428.375,-100.916,-32.578,-53.637,-50.169,-57.104
428.5,-102.498,-32.261,-53.451,-49.989,-56.914
428.625,-104.926,-32.8,-53.348,-49.841,-56.856
428.75,-105.921,-32.898,-53.053,-49.523,-56.583
428.875,-107.875,-34.773,-52.571,-49.014,-56.128
429,-109.185,-37.089,-52.537,-48.954,-56.12
429.125,-109.44,-35.36,-54.212,-50.615,-57.809
429.25,-108.83,-35.468,-59.887,-56.297,-63.478
429.375,-111.229,-34.881,-71.098,-67.469,-74.728
429.5,-111.962,-36.991,-84.99,-81.345,-88.635
429.625,-112.614,-36.506,-95.974,-92.339,-99.608
429.75,-114.351,-36.086,-101.796,-98.161,-105.431
429.875,-113.741,-37.439,-104.36,-100.712,-108.008
430,-115.207,-40.193,-105.686,-102.06,-109.312
430.125,-115.693,-41.784,-106.14,-102.541,-109.739
430.25,-116.66,-43.312,-105.738,-102.181,-109.296
430.375,-117.435,-46.099,-105.103,-101.59,-108.615
430.5,-117.675,-46.71,-104.975,-101.484,-108.465
430.625,-117.662,-45.638,-105.597,-102.127,-109.066
430.75,-118.074,-48.546,-106.666,-103.234,-110.097
430.875,-119.363,-50.035,-107.652,-104.234,-111.069
431,-119.602,-50.486,-108.23,-104.842,-111.619
431.125,-120.413,-52.206,-108.498,-105.149,-111.848
431.25,-121.491,-58.804,-108.725,-105.417,-112.034
431.375,-122,-57.817,-109.025,-105.738,-112.312
431.5,-121.747,-59.246,-109.385,-106.121,-112.649
431.625,-121.621,-63.948,-109.85,-106.615,-113.085
431.75,-122.11,-68.581,-110.476,-107.278,-113.675
431.875,-122.475,-75.128,-111.181,-108.021,-114.342
432,-122.605,-78.278,-111.775,-108.634,-114.915
432.125,-122.704,-84.571,-112.139,-109.01,-115.268
432.25,-123.374,-86.702,-112.325,-109.21,-115.44
432.375,-124.402,-88.975,-112.484,-109.38,-115.589
