time_kyr,RSL_95low_m,RSL_95high_m,RSL_Pmax_m,RSL_Pmax95high_m,RSL_Pmax95low_m
216,-49.633,-17.73,-29.748,-26.641,-32.855
216.125,-49.146,-16.786,-29.809,-26.699,-32.918
216.25,-49.926,-17.119,-30.069,-26.955,-33.182
216.375,-50.31,-16.303,-30.112,-26.997,-33.227
216.5,-48.183,-15.91,-30.218,-27.106,-33.33
216.625,-48.978,-16.75,-30.963,-27.856,-34.071
216.75,-49.089,-17.203,-32.082,-28.98,-35.184
216.875,-48.838,-18.799,-32.814,-29.716,-35.912
217,-49.137,-18.283,-32.927,-29.824,-36.029
217.125,-48.612,-18.388,-32.735,-29.634,-35.837
217.25,-49.388,-18.871,-32.575,-29.474,-35.677
217.375,-49.699,-18.783,-32.548,-29.452,-35.645
217.5,-50.148,-19.233,-32.603,-29.499,-35.707
217.625,-51.907,-18.812,-32.735,-29.626,-35.843
217.75,-52.268,-18.151,-33.031,-29.917,-36.145
217.875,-54.932,-18.729,-33.577,-30.461,-36.694
218,-55.988,-19.186,-34.264,-31.143,-37.385
218.125,-57.711,-20.054,-34.758,-31.631,-37.886
218.25,-61.664,-20.814,-35.002,-31.868,-38.135
218.375,-61.663,-22.395,-35.385,-32.247,-38.523
218.5,-64.948,-24.24,-36.07,-32.923,-39.216
218.625,-68.598,-22.499,-36.72,-33.55,-39.89
218.75,-66.489,-23.55,-37.103,-33.936,-40.27
218.875,-69.738,-24.854,-37.377,-34.203,-40.551
219,-69.793,-24.582,-37.721,-34.532,-40.91
219.125,-71.039,-25.643,-38.197,-34.995,-41.399
219.25,-70.567,-26.731,-38.975,-35.779,-42.171
219.375,-72.422,-26.323,-40.156,-36.95,-43.363
219.5,-73.343,-27.161,-41.451,-38.244,-44.659
219.625,-73.349,-27.269,-42.562,-39.351,-45.772
219.75,-73.23,-28.992,-43.62,-40.409,-46.831
219.875,-74.958,-28.607,-45.005,-41.782,-48.227
220,-75.9,-29.335,-47.068,-43.836,-50.3
220.125,-77.242,-30.186,-49.984,-46.747,-53.221
220.25,-79.109,-30.663,-53.535,-50.287,-56.783
220.375,-78.318,-31.629,-57.188,-53.94,-60.436
220.5,-79.061,-32.439,-60.808,-57.568,-64.047
220.625,-79.416,-34.109,-64.472,-61.239,-67.705
220.75,-79.659,-34.168,-67.495,-64.271,-70.718
220.875,-78.92,-34.83,-69.172,-65.949,-72.395
221,-79.08,-34.123,-69.744,-66.53,-72.957
221.125,-79.695,-35.272,-69.864,-66.657,-73.072
221.25,-79.948,-35.889,-70.094,-66.891,-73.296
221.375,-80.172,-36.851,-70.721,-67.526,-73.915
221.5,-80.543,-39.927,-71.513,-68.331,-74.696
221.625,-81.322,-40.587,-71.929,-68.756,-75.102
221.75,-82.805,-41.577,-71.725,-68.557,-74.892
221.875,-81.822,-42.241,-71.198,-68.038,-74.359
222,-81.554,-43.221,-70.824,-67.672,-73.976
222.125,-82.459,-43.739,-70.805,-67.667,-73.943
222.25,-80.947,-45.034,-70.986,-67.843,-74.128
222.375,-81.275,-45.077,-71.048,-67.912,-74.184
222.5,-81.041,-46.633,-70.781,-67.653,-73.909
222.625,-80.374,-44.75,-70.245,-67.117,-73.373
222.75,-80.257,-47.313,-69.601,-66.481,-72.721
222.875,-80.677,-48.989,-68.968,-65.857,-72.079
223,-81.175,-47.229,-68.571,-65.455,-71.687
223.125,-81.175,-48.963,-68.587,-65.476,-71.699
223.25,-80.8,-48.473,-68.858,-65.749,-71.968
223.375,-81.161,-45.95,-69.095,-65.977,-72.214
223.5,-81.245,-47.853,-69.201,-66.088,-72.313
223.625,-81.384,-47.652,-69.185,-66.077,-72.292
223.75,-81.319,-49.022,-68.95,-65.849,-72.051
223.875,-81.159,-49.498,-68.52,-65.418,-71.622
224,-81.206,-51.268,-68.306,-65.214,-71.398
224.125,-81.385,-52.637,-68.686,-65.598,-71.774
224.25,-83.037,-53.4,-69.478,-66.389,-72.568
224.375,-83.116,-54.101,-70.135,-67.047,-73.224
224.5,-82.991,-53.084,-70.327,-67.237,-73.418
224.625,-83.455,-53.297,-70.088,-66.997,-73.179
224.75,-82.622,-53.838,-69.571,-66.482,-72.66
224.875,-82.674,-53.422,-69.026,-65.931,-72.122
225,-82.853,-51.801,-68.835,-65.741,-71.93
225.125,-83.849,-52.262,-69.228,-66.131,-72.324
225.25,-83.922,-54.257,-70.123,-67.03,-73.217
225.375,-85.168,-56.113,-71.259,-68.168,-74.349
225.5,-85.576,-55.822,-72.292,-69.201,-75.383
225.625,-84.555,-56.057,-72.98,-69.891,-76.068
225.75,-85.614,-57.048,-73.355,-70.266,-76.444
225.875,-85.979,-58.249,-73.606,-70.519,-76.693
226,-87.523,-59.295,-73.853,-70.768,-76.937
226.125,-86.95,-58.414,-74.092,-71.007,-77.178
226.25,-87.051,-58.306,-74.236,-71.15,-77.322
226.375,-88.027,-57.85,-74.21,-71.119,-77.3
226.5,-86.291,-58.899,-74.103,-71.019,-77.188
226.625,-86.576,-59.24,-74.046,-70.963,-77.129
226.75,-88.118,-60.83,-74.06,-70.977,-77.142
226.875,-87.786,-61.211,-74.18,-71.1,-77.261
227,-87.331,-61.248,-74.466,-71.385,-77.547
227.125,-87.353,-61.147,-74.789,-71.708,-77.871
227.25,-87.494,-61.077,-74.851,-71.772,-77.931
227.375,-86.466,-60.512,-74.379,-71.299,-77.46
227.5,-85.836,-60.032,-73.299,-70.214,-76.383
227.625,-87.169,-58.891,-71.891,-68.803,-74.978
227.75,-86.538,-57.946,-70.702,-67.611,-73.793
227.875,-86.068,-58.229,-70.08,-66.99,-73.17
228,-86.757,-56.541,-69.849,-66.755,-72.942
228.125,-84.741,-56.721,-69.567,-66.48,-72.654
228.25,-84.922,-55.113,-69.026,-65.939,-72.113
228.375,-83.669,-54.486,-68.369,-65.28,-71.458
228.5,-82.444,-50.708,-67.738,-64.641,-70.835
228.625,-83.393,-51.737,-67.054,-63.951,-70.157
228.75,-81.102,-49.457,-66.236,-63.135,-69.337
228.875,-80.725,-48.132,-65.433,-62.33,-68.536
229,-81.474,-47.559,-64.941,-61.839,-68.044
229.125,-81.559,-47.008,-64.951,-61.841,-68.062
229.25,-80.036,-45.822,-65.449,-62.336,-68.562
229.375,-80.056,-46.478,-66.293,-63.18,-69.406
229.5,-79.092,-44.808,-67.18,-64.061,-70.299
229.625,-79.059,-44.229,-67.662,-64.536,-70.787
229.75,-79.621,-43.82,-67.465,-64.335,-70.595
229.875,-78.834,-43.106,-66.803,-63.679,-69.927
230,-78.621,-41.49,-66.202,-63.074,-69.329
230.125,-79.349,-41.519,-65.982,-62.855,-69.11
230.25,-78.665,-44.306,-65.957,-62.834,-69.081
230.375,-78.931,-41.98,-65.628,-62.502,-68.755
230.5,-78.373,-42.155,-64.793,-61.666,-67.919
230.625,-78.991,-41.395,-63.983,-60.855,-67.11
230.75,-78.016,-41.385,-64.073,-60.944,-67.201
230.875,-77.9,-42.025,-65.304,-62.177,-68.432
231,-77.956,-42.525,-66.895,-63.763,-70.028
231.125,-78.075,-42.452,-67.778,-64.649,-70.907
231.25,-79.003,-41.726,-67.52,-64.391,-70.648
231.375,-77.531,-42.634,-66.425,-63.306,-69.545
231.5,-78.893,-43.75,-65.126,-62.005,-68.246
231.625,-77.115,-43.292,-64.156,-61.04,-67.272
231.75,-77.191,-42.513,-63.688,-60.568,-66.807
231.875,-75.972,-41.749,-63.539,-60.425,-66.653
232,-75.465,-41.124,-63.388,-60.275,-66.501
232.125,-76.387,-42.009,-63.076,-59.964,-66.188
232.25,-77.242,-42.601,-62.741,-59.623,-65.86
232.375,-76.799,-41.208,-62.506,-59.379,-65.632
232.5,-76.589,-39.163,-62.197,-59.063,-65.331
232.625,-75.633,-37.488,-61.521,-58.381,-64.662
232.75,-76.531,-36.87,-60.306,-57.159,-63.453
232.875,-76.552,-38.225,-58.599,-55.459,-61.74
233,-75.767,-38.285,-56.636,-53.504,-59.768
233.125,-76.952,-36.958,-54.708,-51.568,-57.849
233.25,-74.836,-36.323,-52.993,-49.853,-56.134
233.375,-75.185,-35.466,-51.551,-48.402,-54.701
233.5,-74.023,-35.257,-50.611,-47.461,-53.761
233.625,-73.847,-33.926,-50.414,-47.26,-53.567
233.75,-72.422,-31.014,-50.346,-47.193,-53.499
233.875,-71.41,-31.875,-49.225,-46.069,-52.38
234,-70.556,-30.112,-46.967,-43.809,-50.125
234.125,-69.278,-27.104,-44.797,-41.645,-47.949
234.25,-70.095,-28.356,-43.623,-40.473,-46.774
234.375,-66.946,-28.434,-43.186,-40.038,-46.335
234.5,-67.104,-28.568,-42.75,-39.611,-45.888
234.625,-65.327,-27.863,-41.977,-38.841,-45.112
234.75,-64.053,-26.392,-40.997,-37.874,-44.12
234.875,-65.916,-26.585,-39.969,-36.839,-43.099
235,-63.526,-26.475,-38.892,-35.768,-42.017
235.125,-61.537,-25.695,-37.842,-34.727,-40.957
235.25,-58.306,-25.906,-37.112,-34.009,-40.215
235.375,-55.316,-26.398,-36.927,-33.836,-40.019
235.5,-55.356,-25.97,-37.071,-33.98,-40.162
235.625,-53.828,-23.885,-37.087,-33.994,-40.179
235.75,-53.2,-23.443,-36.839,-33.749,-39.93
235.875,-51.384,-22.647,-36.473,-33.383,-39.564
236,-51.042,-22.519,-36.003,-32.916,-39.091
236.125,-51.34,-22.732,-35.407,-32.314,-38.499
236.25,-52.635,-21.78,-34.794,-31.7,-37.888
236.375,-53.07,-21.84,-34.231,-31.141,-37.322
236.5,-49.57,-20.966,-33.653,-30.568,-36.738
236.625,-48.61,-20.435,-33.064,-29.981,-36.148
236.75,-49.124,-19.874,-32.585,-29.501,-35.669
236.875,-48.883,-19.883,-32.216,-29.129,-35.303
237,-45.952,-18.91,-31.782,-28.703,-34.861
237.125,-45.775,-18.292,-31.139,-28.059,-34.22
237.25,-43.657,-15.38,-30.318,-27.232,-33.405
237.375,-45.539,-16.059,-29.449,-26.358,-32.539
237.5,-43.896,-14.328,-28.634,-25.542,-31.726
237.625,-44.184,-13.649,-27.918,-24.825,-31.011
237.75,-42.163,-1.25E+01,-27.34,-24.246,-30.434
237.875,-40.758,-10.644,-26.882,-23.79,-29.974
238,-40.188,-10.546,-26.322,-23.229,-29.415
238.125,-39.439,-7.511,-25.326,-22.224,-28.428
238.25,-39.5,-7.972,-23.811,-20.717,-26.906
238.375,-36.868,-6.251,-22.182,-19.082,-25.282
238.5,-35.479,-3.869,-21.066,-17.961,-24.171
238.625,-36.097,-4.208,-20.665,-17.562,-23.768
238.75,-36.503,-2.806,-20.377,-17.262,-23.491
238.875,-34.378,-2.323,-19.389,-16.28,-22.499
239,-34.289,-0.139,-17.608,-14.496,-20.72
239.125,-33.27,-0.921,-15.667,-12.556,-18.777
239.25,-32.214,-0.938,-14.114,-10.999,-17.229
239.375,-31.578,0.655,-13,-9.895,-16.106
239.5,-30.857,1.057,-12.197,-9.089,-15.304
239.625,-34.968,0.782,-11.648,-8.524,-14.773
239.75,-34.675,1.43,-11.531,-8.409,-14.653
239.875,-38.05,1.692,-12.296,-9.148,-15.445
240,-35.682,2.619,-13.956,-10.807,-17.104
240.125,-38.959,0.335,-15.659,-12.498,-18.819
240.25,-38.534,-0.018,-16.652,-13.499,-19.806
240.375,-42.39,-2.252,-17.131,-13.977,-20.285
240.5,-47.014,-2.376,-17.789,-14.615,-20.963
240.625,-50.382,-2.667,-18.988,-15.79,-22.185
240.75,-55.014,-4.64,-20.599,-17.398,-23.799
240.875,-57.781,-7.213,-22.32,-19.106,-25.535
241,-62.569,-4.17,-23.985,-20.714,-27.255
241.125,-67.389,-8.899,-25.649,-22.338,-28.96
241.25,-74.358,-11.351,-27.79,-24.419,-31.16
